                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.4043,                0.89043,                0.90046,                 0.8308,                0.69319,                0.75536,                0.55086,                 1.3919,                0.85115,                0.91548,             0.00015432,             0.00015432,             0.00015432
                    152,                 1.3947,                0.87701,                0.90109,                0.81206,                0.68506,                0.75471,                0.54326,                 1.4238,                0.85411,                 0.9221,             0.00015141,             0.00015141,             0.00015141
                    153,                 1.3765,                0.86013,                0.90168,                0.82577,                0.68524,                0.75349,                0.54502,                 1.3974,                0.84839,                0.91764,              0.0001485,              0.0001485,              0.0001485
                    154,                 1.3995,                 0.8772,                0.90073,                0.82328,                  0.681,                0.75185,                0.54553,                 1.3857,                0.84317,                0.91371,             0.00014559,             0.00014559,             0.00014559
                    155,                 1.4012,                0.87972,                0.89874,                0.85002,                0.68604,                0.75591,                0.54338,                 1.4021,                0.84813,                0.91815,             0.00014268,             0.00014268,             0.00014268
                    156,                 1.3919,                0.87339,                0.89838,                0.84139,                0.68985,                0.75262,                0.55166,                 1.3884,                0.84314,                0.91459,             0.00013977,             0.00013977,             0.00013977
                    157,                  1.404,                0.88799,                0.90046,                0.84788,                0.68338,                0.75644,                0.54616,                 1.3882,                0.83635,                0.91399,             0.00013686,             0.00013686,             0.00013686
                    158,                  1.382,                0.87111,                 0.8969,                0.84831,                0.67758,                0.75552,                0.54962,                 1.3945,                 0.8469,                0.91593,             0.00013395,             0.00013395,             0.00013395
                    159,                 1.3631,                0.85341,                0.89908,                0.83451,                0.68035,                0.75544,                0.54984,                 1.3885,                0.84062,                0.91413,             0.00013104,             0.00013104,             0.00013104
                    160,                 1.3825,                0.87071,                0.89855,                0.86527,                 0.6751,                 0.7577,                0.55137,                  1.397,                 0.8373,                0.91527,             0.00012813,             0.00012813,             0.00012813
                    161,                 1.3772,                0.86446,                0.89539,                0.84598,                0.68735,                0.75765,                0.54872,                 1.3905,                0.83348,                0.91468,             0.00012521,             0.00012521,             0.00012521
                    162,                 1.3884,                0.87942,                0.89865,                 0.8581,                 0.6811,                0.75698,                0.55635,                 1.3826,                0.83194,                0.91413,              0.0001223,              0.0001223,              0.0001223
                    163,                 1.3713,                0.86001,                0.89607,                0.85768,                0.67893,                0.76282,                0.55623,                 1.3927,                0.84403,                0.91521,             0.00011939,             0.00011939,             0.00011939
                    164,                  1.372,                0.85979,                0.89812,                0.83942,                0.68851,                0.76043,                0.55645,                 1.3837,                0.83565,                0.91272,             0.00011648,             0.00011648,             0.00011648
                    165,                 1.3957,                0.86399,                0.89329,                0.82634,                 0.6859,                0.76156,                0.55535,                 1.3841,                 0.8351,                 0.9137,             0.00011357,             0.00011357,             0.00011357
                    166,                 1.3667,                0.85404,                0.89542,                0.85518,                0.68817,                0.76669,                0.56039,                 1.3776,                0.82517,                0.91104,             0.00011066,             0.00011066,             0.00011066
                    167,                 1.3772,                0.86053,                0.90002,                0.82839,                0.69824,                0.76267,                0.55605,                  1.389,                0.82914,                0.91339,             0.00010775,             0.00010775,             0.00010775
                    168,                 1.3823,                0.86656,                0.89467,                0.82155,                0.69614,                0.76296,                0.55571,                 1.3872,                0.83165,                0.91339,             0.00010484,             0.00010484,             0.00010484
                    169,                 1.3628,                0.85527,                 0.8989,                0.84001,                0.68895,                0.76462,                0.55401,                  1.386,                0.83017,                0.91301,             0.00010193,             0.00010193,             0.00010193
                    170,                 1.3786,                0.86473,                0.89879,                0.82844,                0.69092,                0.76351,                0.55001,                 1.3934,                0.82889,                 0.9149,             9.9019e-05,             9.9019e-05,             9.9019e-05
                    171,                 1.3724,                0.85357,                0.89459,                0.84417,                0.68611,                0.76348,                 0.5558,                 1.3876,                0.82409,                0.91275,             9.6109e-05,             9.6109e-05,             9.6109e-05
                    172,                 1.3783,                0.85874,                0.89288,                0.87067,                0.67642,                0.76494,                0.56181,                  1.377,                 0.8239,                0.91088,             9.3198e-05,             9.3198e-05,             9.3198e-05
                    173,                 1.3659,                  0.851,                0.89868,                0.85783,                0.67833,                0.76365,                0.55793,                 1.3847,                0.82993,                0.91306,             9.0287e-05,             9.0287e-05,             9.0287e-05
                    174,                  1.369,                0.85769,                0.89736,                0.82854,                0.69506,                0.76391,                0.55666,                 1.3836,                0.82375,                0.91328,             8.7377e-05,             8.7377e-05,             8.7377e-05
                    175,                 1.3681,                0.85048,                0.89388,                0.86799,                0.68163,                0.76541,                0.56123,                 1.3851,                0.82485,                0.91331,             8.4466e-05,             8.4466e-05,             8.4466e-05
                    176,                 1.3572,                0.85519,                0.89422,                0.82667,                0.69489,                0.76432,                0.55978,                 1.3812,                0.82237,                0.91222,             8.1556e-05,             8.1556e-05,             8.1556e-05
                    177,                 1.3623,                 0.8511,                0.89152,                0.85694,                0.68733,                 0.7645,                0.56173,                 1.3755,                0.82413,                0.91007,             7.8645e-05,             7.8645e-05,             7.8645e-05
                    178,                 1.3647,                0.84577,                0.89542,                0.84334,                0.68981,                0.76424,                0.55928,                 1.3729,                0.81901,                0.91128,             7.5734e-05,             7.5734e-05,             7.5734e-05
                    179,                  1.355,                0.83882,                0.89719,                  0.817,                0.69481,                0.76136,                0.55655,                 1.3769,                0.81717,                0.91309,             7.2824e-05,             7.2824e-05,             7.2824e-05
                    180,                 1.3368,                 0.8381,                0.89051,                0.82956,                0.69246,                0.76656,                0.55965,                 1.3747,                0.81514,                0.91139,             6.9913e-05,             6.9913e-05,             6.9913e-05
                    181,                 1.3913,                0.86426,                0.89663,                0.85536,                0.68925,                0.76475,                0.55551,                 1.3806,                0.82049,                0.91185,             6.7003e-05,             6.7003e-05,             6.7003e-05
                    182,                 1.3608,                 0.8451,                0.89311,                 0.8539,                0.68615,                0.76473,                0.55949,                 1.3699,                0.81807,                 0.9098,             6.4092e-05,             6.4092e-05,             6.4092e-05
                    183,                 1.3514,                0.83576,                0.88836,                0.85868,                0.68604,                0.76766,                0.55744,                 1.3714,                0.81471,                 0.9108,             6.1181e-05,             6.1181e-05,             6.1181e-05
                    184,                 1.3445,                0.83318,                0.89809,                0.85339,                0.68876,                0.76698,                0.56045,                 1.3723,                0.81331,                0.91102,             5.8271e-05,             5.8271e-05,             5.8271e-05
                    185,                 1.3573,                0.84546,                0.89317,                0.83702,                0.69725,                0.76703,                0.55779,                 1.3805,                0.81613,                0.91237,              5.536e-05,              5.536e-05,              5.536e-05
                    186,                 1.3611,                 0.8458,                 0.8949,                0.84016,                0.68852,                0.76321,                0.55655,                 1.3742,                0.81712,                0.91134,              5.245e-05,              5.245e-05,              5.245e-05
                    187,                 1.3341,                 0.8232,                0.88947,                0.86238,                0.68786,                0.76803,                0.55682,                 1.3756,                0.80991,                0.91095,             4.9539e-05,             4.9539e-05,             4.9539e-05
                    188,                  1.351,                0.83247,                0.89513,                0.84779,                 0.6944,                 0.7655,                 0.5595,                 1.3748,                0.81475,                0.91146,             4.6628e-05,             4.6628e-05,             4.6628e-05
                    189,                  1.357,                 0.8409,                0.89245,                0.84086,                0.69744,                0.76957,                0.56051,                  1.372,                0.81209,                 0.9111,             4.3718e-05,             4.3718e-05,             4.3718e-05
                    190,                 1.3649,                0.84687,                0.88927,                0.85994,                0.69022,                0.76722,                0.56021,                 1.3674,                0.80935,                0.91021,             4.0807e-05,             4.0807e-05,             4.0807e-05
                    191,                  1.387,                0.86047,                0.89761,                0.81649,                0.69208,                0.75597,                0.55149,                  1.378,                0.83142,                0.91284,             3.7897e-05,             3.7897e-05,             3.7897e-05
                    192,                 1.3652,                0.84197,                0.89534,                0.80704,                0.68908,                0.75417,                0.54389,                 1.3846,                0.84105,                0.91545,             3.4986e-05,             3.4986e-05,             3.4986e-05
                    193,                 1.3797,                0.84776,                0.89643,                0.84229,                0.66848,                0.75169,                 0.5435,                 1.3842,                 0.8346,                0.91453,             3.2075e-05,             3.2075e-05,             3.2075e-05
                    194,                 1.3567,                0.83537,                0.89033,                0.83199,                0.67717,                 0.7516,                0.54463,                 1.3847,                0.83257,                0.91448,             2.9165e-05,             2.9165e-05,             2.9165e-05
                    195,                 1.3771,                 0.8412,                0.89409,                0.83015,                0.68682,                0.75623,                0.54925,                 1.3825,                 0.8272,                0.91377,             2.6254e-05,             2.6254e-05,             2.6254e-05
                    196,                 1.3586,                0.83452,                0.89083,                0.83775,                 0.6839,                0.75761,                0.54995,                 1.3796,                0.82637,                 0.9138,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    197,                 1.3632,                0.83212,                0.89423,                0.84113,                0.68382,                0.75599,                0.55071,                  1.377,                0.82399,                0.91287,             2.0433e-05,             2.0433e-05,             2.0433e-05
                    198,                 1.3581,                0.83173,                0.89019,                0.83425,                0.68678,                0.75668,                0.55199,                  1.378,                0.82443,                0.91242,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    199,                 1.3718,                0.83972,                0.89453,                0.84087,                0.68298,                0.75633,                0.55033,                 1.3759,                0.82363,                0.91175,             1.4612e-05,             1.4612e-05,             1.4612e-05
                    200,                 1.3605,                 0.8321,                0.89324,                0.82828,                0.68793,                0.75809,                0.55004,                 1.3806,                 0.8252,                0.91332,             1.1701e-05,             1.1701e-05,             1.1701e-05
